date,type,duration_hms,duration_seconds,latitude,longitude,latitude_numeric,longitude_numeric,saros_cycle,gamma,magnitude,path_width_km
-1390-04-01,Total,00:04:22,262,50.4S,119.2E,-50.38387000,119.19196000,36,-.80022000,1.06188000,336.50000000
-1390-09-24,Annular,00:04:58,298,58.2N,13.5W,58.20917000,-13.51947000,41,.84865000,.94175000,405.50000000
-1389-02-20,Partial,,,70.1N,11.2E,70.09087000,11.23206000,8,1.12663000,.75438000,.00000000
-1389-08-15,Partial,,,69.2S,21.0W,-69.15174000,-20.95068000,13,-1.19422000,.64229000,.00000000
-1389-09-14,Partial,,,71.2N,36.4W,71.15200000,-36.36279000,51,1.49617000,.09053000,.00000000
-1388-02-09,Annular,00:08:44,524,6.5N,10.7W,6.49801000,-10.73755000,18,.42671000,.93645000,260.80000000
-1388-08-04,Total,00:06:19,379,6.8S,123.4E,-6.76284000,123.40857000,23,-.46475000,1.06716000,247.40000000
-1387-01-28,Annular,00:07:59,479,37.8S,0.7E,-37.77118000,.72040000,28,-.28532000,.93147000,267.80000000
-1387-07-25,Total,00:04:02,242,37.8N,116.4W,37.81495000,-116.42126000,33,.25923000,1.04668000,161.00000000
-1386-01-18,Annular,00:02:35,155,78.5S,128.5E,-78.48636000,128.52271000,38,-.97730000,.95605000,816.60000000
-1386-07-14,Partial,,,66.3N,108.4W,66.28778000,-108.43341000,43,1.05150000,.89219000,.00000000
-1386-12-08,Partial,,,63.4N,6.5E,63.38862000,6.46191000,10,1.10535000,.80814000,.00000000
-1385-06-04,Annular,00:05:51,351,54.5S,109.8W,-54.48090000,-109.76361000,15,-.98132000,.93733000,.00000000
-1385-11-28,Total,00:03:43,223,5.5N,101.7E,5.54584000,101.71777000,20,.44139000,1.04040000,149.90000000
-1384-05-23,Annular,00:03:41,221,6.6N,157.0W,6.64532000,-156.99500000,25,-.20420000,.96838000,115.90000000
-1384-11-17,Hybrid,00:00:03,3,28.9S,120.1W,-28.92022000,-120.12286000,30,-.23852000,1.00059000,2.10000000
-1383-05-12,Total,00:01:22,82,45.4N,70.0E,45.42995000,70.03809000,35,.57679000,1.01727000,71.80000000
-1383-11-06,Annular,00:04:20,260,64.7S,45.0E,-64.69717000,44.99023000,40,-.97243000,.93482000,1075.60000000
-1382-04-02,Partial,,,60.7S,78.4E,-60.67642000,78.39148000,7,-1.22080000,.59617000,.00000000
-1382-05-02,Partial,,,61.2N,130.2E,61.16986000,130.23669000,45,1.29202000,.45851000,.00000000
-1382-09-26,Partial,,,60.6N,143.5E,60.60876000,143.51953000,12,1.36514000,.34221000,.00000000
-1381-03-23,Total,00:04:14,254,30.8S,114.0E,-30.81616000,114.03809000,17,-.51212000,1.05507000,209.20000000
-1381-09-15,Annular,00:03:21,201,41.3N,37.7E,41.32957000,37.72278000,22,.62731000,.96202000,173.60000000
-1380-03-12,Hybrid,00:00:14,14,3.9N,103.1W,3.91543000,-103.05902000,27,.23815000,1.00246000,8.80000000
-1380-09-04,Total,00:02:14,134,6.0N,132.1W,5.97518000,-132.05365000,32,-.11954000,1.02419000,82.80000000
-1379-03-01,Partial,,,61.2N,110.6E,61.20724000,110.59680000,37,1.02230000,.92522000,.00000000
-1379-08-24,Total,00:04:14,254,34.4S,20.1W,-34.35794000,-20.14838000,42,-.81413000,1.05397000,301.60000000
-1378-01-19,Partial,,,63.9S,141.0W,-63.91148000,-140.95056000,9,-1.21696000,.59031000,.00000000
-1378-07-16,Partial,,,64.7N,48.7E,64.66991000,48.71564000,14,1.07962000,.85543000,.00000000
-1378-08-14,Partial,,,62.5S,68.7E,-62.54931000,68.68469000,52,-1.52007000,.02777000,.00000000
-1377-01-08,Annular,00:01:42,102,51.2S,5.6E,-51.24789000,5.63934000,19,-.46576000,.98061000,78.00000000
-1377-07-05,Annular,00:01:51,111,44.5N,105.1E,44.52092000,105.05219000,24,.35097000,.98100000,72.20000000
-1377-12-29,Total,00:03:13,193,9.4S,178.9W,-9.43503000,-178.93024000,29,.24951000,1.03200000,111.50000000
-1376-06-23,Annular,00:07:22,442,1.5S,57.7E,-1.52242000,57.70361000,34,-.42005000,.94782000,211.30000000
-1376-12-18,Total,00:02:59,179,43.1N,51.2W,43.09403000,-51.21289000,39,.91157000,1.03692000,304.50000000
-1375-06-12,Partial,,,67.7S,57.6E,-67.71764000,57.55499000,44,-1.16914000,.67484000,.00000000
-1375-11-08,Partial,,,70.6S,150.7E,-70.55620000,150.69116000,11,-1.18246000,.65544000,.00000000
-1374-05-03,Total,00:02:07,127,59.2N,82.0E,59.24297000,82.01929000,16,.77553000,1.02947000,157.80000000
-1374-10-28,Annular,00:07:08,428,39.7S,171.8W,-39.65666000,-171.83063000,21,-.52965000,.93261000,295.40000000
-1373-04-23,Total,00:06:47,407,7.7N,123.0W,7.69069000,-122.98041000,26,.00181000,1.07618000,246.50000000
-1373-10-17,Annular,00:10:51,651,3.7N,151.7W,3.71013000,-151.65417000,31,.15086000,.91905000,310.10000000
-1372-04-11,Total,00:04:52,292,41.4S,2.2W,-41.35891000,-2.18268000,36,-.73690000,1.06373000,306.30000000
-1372-10-05,Annular,00:05:12,312,52.4N,139.3W,52.40564000,-139.29596000,41,.83012000,.94228000,379.60000000
-1371-03-03,Partial,,,70.8N,115.6W,70.82066000,-115.60938000,8,1.17693000,.66514000,.00000000
-1371-04-01,Partial,,,71.5S,142.6W,-71.49850000,-142.64648000,46,-1.52803000,.02575000,.00000000
-1371-08-26,Partial,,,70.0S,155.2W,-70.00365000,-155.19733000,13,-1.22816000,.57855000,.00000000
-1371-09-24,Partial,,,71.5N,175.4W,71.53822000,-175.37872000,51,1.47226000,.13373000,.00000000
-1370-02-20,Annular,00:08:17,497,12.2N,122.9W,12.24918000,-122.86731000,18,.47169000,.93776000,261.00000000
-1370-08-15,Total,00:05:51,351,12.1S,0.2E,-12.06006000,.16260000,23,-.51008000,1.06333000,240.70000000
-1369-02-09,Annular,00:07:38,458,32.9S,110.2W,-32.89442000,-110.15344000,28,-.24811000,.93590000,246.40000000
-1369-08-05,Total,00:03:41,221,32.8N,128.0E,32.82726000,127.95026000,33,.20753000,1.04098000,140.30000000
-1368-01-29,Annular,00:02:15,135,83.7S,42.8W,-83.70733000,-42.84442000,38,-.94918000,.96363000,432.10000000
-1368-07-24,Annular,00:01:24,84,72.3N,130.2E,72.26572000,130.23730000,43,.99336000,.97443000,.00000000
-1368-12-19,Partial,,,64.3N,136.3W,64.32146000,-136.31946000,10,1.10720000,.80549000,.00000000
-1367-06-14,Partial,,,63.6S,156.2E,-63.63460000,156.16290000,15,-1.06783000,.84625000,.00000000
-1367-12-08,Total,00:03:48,228,3.8N,33.5W,3.78616000,-33.46344000,20,.44320000,1.04007000,149.10000000
-1366-06-03,Annular,00:03:35,215,4.2N,104.7E,4.19494000,104.74622000,25,-.28994000,.97026000,111.20000000
-1366-11-28,Annular,00:00:11,11,32.4S,109.5E,-32.44956000,109.46649000,30,-.24005000,.99791000,7.50000000
-1365-05-23,Total,00:01:47,107,44.6N,31.2W,44.57531000,-31.24237000,35,.49432000,1.02202000,85.90000000
-1365-11-17,Annular,00:04:25,265,67.2S,90.3W,-67.20635000,-90.30133000,40,-.97346000,.93196000,1158.80000000
-1364-04-13,Partial,,,60.8S,45.3W,-60.76723000,-45.25476000,7,-1.28547000,.47090000,.00000000
-1364-05-12,Partial,,,61.6N,9.7E,61.61607000,9.73126000,45,1.21623000,.60457000,.00000000
-1364-10-07,Partial,,,60.6N,17.1E,60.55995000,17.12427000,12,1.38164000,.31494000,.00000000
-1363-04-02,Total,00:04:13,253,30.2S,0.0E,-30.24570000,.03210000,17,-.57575000,1.05434000,216.10000000
-1363-09-26,Annular,00:03:25,205,38.1N,83.5W,38.07729000,-83.45898000,22,.64677000,.96192000,177.10000000
-1362-03-23,Hybrid,00:00:12,12,4.9N,145.9E,4.91662000,145.87347000,27,.17920000,1.00199000,7.00000000
-1362-09-15,Total,00:02:10,130,3.4N,103.5E,3.39885000,103.47919000,32,-.09241000,1.02400000,81.90000000
-1361-03-12,Annular,00:04:57,297,54.3N,18.6E,54.30220000,18.64716000,37,.96687000,.94027000,864.50000000
-1361-09-05,Total,00:04:01,241,33.9S,146.8W,-33.93909000,-146.79132000,42,-.78096000,1.05210000,270.40000000
-1360-01-31,Partial,,,63.0S,94.3E,-63.03771000,94.28369000,9,-1.24353000,.54571000,.00000000
-1360-07-26,Partial,,,63.7N,75.0W,63.74733000,-74.97345000,14,1.14034000,.74093000,.00000000
-1360-08-24,Partial,,,61.9S,62.1W,-61.90348000,-62.09369000,52,-1.48504000,.09624000,.00000000
-1359-01-19,Annular,00:01:10,70,50.7S,113.1W,-50.65894000,-113.11096000,19,-.48255000,.98623000,55.50000000
-1359-07-15,Annular,00:02:20,140,48.2N,4.0E,48.20765000,3.98584000,24,.42168000,.97507000,98.30000000
-1358-01-08,Total,00:03:36,216,10.1S,51.1E,-10.13511000,51.13214000,29,.23764000,1.03650000,126.20000000
-1358-07-04,Annular,00:07:38,458,4.1N,41.8W,4.06505000,-41.81555000,34,-.34012000,.94563000,212.90000000
-1358-12-29,Total,00:03:09,189,41.3N,171.4E,41.29618000,171.44421000,39,.90542000,1.03857000,306.90000000
-1357-06-24,Partial,,,66.7S,52.5W,-66.69901000,-52.49939000,44,-1.08550000,.81975000,.00000000
-1357-11-19,Partial,,,69.7S,8.0E,-69.72552000,7.95746000,11,-1.18514000,.65024000,.00000000
-1356-05-13,Total,00:02:03,123,69.4N,36.7W,69.42196000,-36.69812000,16,.84867000,1.03170000,203.40000000
-1356-11-07,Annular,00:07:16,436,44.3S,65.2E,-44.31588000,65.15369000,21,-.53426000,.92975000,310.60000000
-1355-05-03,Total,00:06:53,413,15.7N,122.0E,15.65190000,122.04999000,26,.07434000,1.07854000,254.40000000
-1355-10-27,Annular,00:11:10,670,1.0S,87.2E,-1.04451000,87.20636000,31,.14289000,.91799000,314.20000000
-1354-04-23,Total,00:05:19,319,32.5S,120.7W,-32.48975000,-120.66345000,36,-.66871000,1.06477000,282.80000000
-1354-10-16,Annular,00:05:24,324,47.4N,93.6E,47.36081000,93.63947000,41,.81806000,.94302000,362.40000000
-1353-03-14,Partial,,,71.4N,119.9E,71.35372000,119.86877000,8,1.23533000,.56159000,.00000000
-1353-04-12,Partial,,,71.4S,94.0E,-71.43960000,94.04956000,46,-1.46673000,.13895000,.00000000
-1353-09-06,Partial,,,70.7S,67.6E,-70.71449000,67.64264000,13,-1.25492000,.52834000,.00000000
-1353-10-05,Partial,,,71.7N,43.1E,71.67261000,43.05243000,51,1.45532000,.16425000,.00000000
-1352-03-02,Annular,00:07:44,464,19.1N,127.3E,19.05398000,127.26227000,18,.52560000,.93907000,263.70000000
-1352-08-26,Total,00:05:20,320,17.5S,125.6W,-17.45577000,-125.57343000,23,-.54782000,1.05923000,231.90000000
-1351-02-19,Annular,00:07:12,432,27.1S,139.8E,-27.05346000,139.83990000,28,-.20420000,.94057000,224.80000000
-1351-08-15,Total,00:03:16,196,27.5N,10.0E,27.46815000,9.99493000,33,.16160000,1.03502000,119.50000000
-1350-02-08,Annular,00:01:53,113,80.0S,139.2E,-80.00718000,139.18866000,38,-.91578000,.97119000,261.90000000
-1350-08-05,Annular,00:01:44,104,83.8N,51.1W,83.78231000,-51.08081000,43,.93990000,.97221000,299.90000000
-1350-12-30,Partial,,,65.3N,81.4E,65.33133000,81.38904000,10,1.11251000,.79643000,.00000000
-1349-06-25,Partial,,,64.6S,49.5E,-64.55753000,49.54559000,15,-1.15187000,.70225000,.00000000
-1349-12-20,Total,00:03:54,234,2.9N,167.8W,2.92876000,-167.81378000,20,.44733000,1.04016000,150.00000000
-1348-06-13,Annular,00:03:31,211,1.0N,4.8E,.96053000,4.83386000,25,-.37266000,.97160000,109.30000000
-1348-12-08,Annular,00:00:24,24,35.1S,19.3W,-35.12360000,-19.28357000,30,-.23916000,.99577000,15.20000000
-1347-06-03,Total,00:02:09,129,43.3N,133.8W,43.30168000,-133.82971000,35,.41458000,1.02600000,96.80000000
-1347-11-28,Annular,00:04:28,268,69.8S,134.2E,-69.76462000,134.18158000,40,-.97391000,.92978000,1218.90000000
-1346-04-24,Partial,,,61.0S,168.0W,-61.00689000,-168.03613000,7,-1.35324000,.33904000,.00000000
-1346-05-23,Partial,,,62.2N,111.0W,62.19525000,-110.97589000,45,1.14009000,.75188000,.00000000
-1346-10-18,Partial,,,60.7N,111.0W,60.68173000,-110.98779000,12,1.39292000,.29633000,.00000000
-1345-04-14,Total,00:04:08,248,30.5S,112.2W,-30.53594000,-112.23340000,17,-.64483000,1.05279000,224.10000000
-1345-10-07,Annular,00:03:27,207,34.7N,152.3E,34.65848000,152.28119000,22,.66001000,.96228000,177.50000000
-1344-04-02,Hybrid,00:00:06,6,5.8N,37.7E,5.75111000,37.71759000,27,.11218000,1.00100000,3.50000000
-1344-09-25,Total,00:02:08,128,0.1N,23.8W,.06863000,-23.77911000,32,-.07306000,1.02397000,81.70000000
-1343-03-22,Annular,00:04:53,293,49.4N,77.9W,49.40214000,-77.89020000,37,.90310000,.94369000,470.30000000
-1343-09-15,Total,00:03:46,226,34.9S,84.5E,-34.89165000,84.46448000,42,-.75469000,1.04999000,247.30000000
-1342-02-10,Partial,,,62.3S,28.2W,-62.28552000,-28.17212000,9,-1.27722000,.48852000,.00000000
-1342-08-06,Partial,,,62.9N,160.2E,62.90848000,160.21478000,14,1.19564000,.63768000,.00000000
-1342-09-05,Partial,,,61.4S,165.4E,-61.38727000,165.40942000,52,-1.45660000,.15170000,.00000000
-1341-01-30,Annular,00:00:39,39,49.4S,129.5E,-49.42844000,129.49030000,19,-.50607000,.99226000,31.50000000
-1341-07-27,Annular,00:02:50,170,50.5N,97.2W,50.51321000,-97.17273000,24,.48781000,.96878000,128.50000000
-1340-01-20,Total,00:03:58,238,10.3S,77.2W,-10.28315000,-77.20477000,29,.22031000,1.04144000,142.00000000
-1340-07-15,Annular,00:07:50,470,8.4N,141.9W,8.44082000,-141.93384000,34,-.26471000,.94304000,218.00000000
-1339-01-08,Total,00:03:20,200,39.5N,35.8E,39.50903000,35.78888000,39,.89520000,1.04065000,306.20000000
-1339-07-04,Annular,,,65.7S,163.7W,-65.67339000,-163.72791000,44,-1.00609000,.95741000,.00000000
-1339-11-29,Partial,,,68.8S,134.1W,-68.75573000,-134.09100000,11,-1.18734000,.64603000,.00000000
-1338-05-25,Total,00:01:54,114,79.4N,176.3W,79.42688000,-176.34399000,16,.92218000,1.03269000,290.60000000
-1338-11-18,Annular,00:07:22,442,48.5S,57.1W,-48.50427000,-57.14557000,21,-.53668000,.92749000,322.70000000
-1337-05-14,Total,00:06:51,411,23.5N,8.0E,23.46806000,7.96887000,26,.14873000,1.08012000,261.30000000
-1337-11-07,Annular,00:11:24,684,5.3S,34.6W,-5.32895000,-34.58899000,31,.13789000,.91757000,315.90000000
-1336-05-03,Total,00:05:41,341,24.0S,122.7E,-23.97505000,122.69611000,36,-.59797000,1.06487000,263.20000000
-1336-10-27,Annular,00:05:33,333,42.9N,34.5W,42.93735000,-34.51086000,41,.81000000,.94424000,347.40000000
-1335-03-24,Partial,,,71.7N,2.9W,71.66147000,-2.93634000,8,1.29904000,.44868000,.00000000
-1335-04-23,Partial,,,71.2S,27.9W,-71.15703000,-27.89282000,46,-1.40242000,.25751000,.00000000
-1335-09-16,Partial,,,71.2S,72.0W,-71.23827000,-72.02972000,13,-1.27582000,.48920000,.00000000
-1335-10-16,Partial,,,71.5N,100.0W,71.54063000,-99.99158000,51,1.44253000,.18720000,.00000000
-1334-03-13,Annular,00:07:09,429,26.7N,18.9E,26.70667000,18.86420000,18,.58594000,.94018000,270.70000000
-1334-09-06,Total,00:04:48,288,22.9S,106.6E,-22.91641000,106.57214000,23,-.57899000,1.05510000,221.90000000
-1333-03-02,Annular,00:06:43,403,20.3S,31.4E,-20.31676000,31.42102000,28,-.15131000,.94540000,203.50000000
-1333-08-27,Total,00:02:46,166,22.0N,110.6W,21.95257000,-110.59686000,33,.12313000,1.02890000,98.60000000
-1332-02-19,Annular,00:01:28,88,72.3S,1.8E,-72.34670000,1.78333000,38,-.87379000,.97894000,155.40000000
-1332-08-15,Annular,00:02:12,132,77.6N,143.6E,77.62122000,143.62653000,43,.89381000,.96775000,262.30000000
-1331-01-10,Partial,,,66.4N,59.6W,66.38333000,-59.59253000,10,1.12383000,.77606000,.00000000
-1331-02-08,Partial,,,69.1S,59.4W,-69.10378000,-59.38007000,48,-1.52896000,.01628000,.00000000
-1331-07-06,Partial,,,65.5S,59.1W,-65.54383000,-59.06744000,15,-1.23005000,.56863000,.00000000
-1331-12-30,Total,00:04:00,240,3.1N,59.0E,3.09742000,59.01117000,20,.45509000,1.04061000,152.50000000
-1330-06-25,Annular,00:03:29,209,3.1S,96.6W,-3.13168000,-96.62567000,25,-.45278000,.97243000,110.50000000
-1330-12-20,Annular,00:00:33,33,36.8S,146.8W,-36.83200000,-146.79138000,30,-.23695000,.99421000,20.90000000
-1329-06-14,Total,00:02:30,150,41.3N,122.7E,41.26671000,122.70978000,35,.33598000,1.02918000,104.90000000
-1329-12-09,Annular,00:04:30,270,72.4S,1.7W,-72.41166000,-1.65479000,40,-.97353000,.92835000,1243.30000000
-1328-05-04,Partial,,,61.4S,70.1E,-61.38810000,70.07275000,7,-1.42418000,.20071000,.00000000
-1328-06-03,Partial,,,62.9N,127.9E,62.89617000,127.94489000,45,1.06418000,.89901000,.00000000
-1328-10-28,Partial,,,61.0N,119.1E,60.97342000,119.10980000,12,1.39869000,.28674000,.00000000
-1327-04-24,Total,00:04:00,240,31.9S,136.6E,-31.90164000,136.58649000,17,-.71738000,1.05038000,234.50000000
-1327-10-17,Annular,00:03:29,209,31.2N,25.6E,31.22517000,25.58240000,22,.66796000,.96307000,175.00000000
-1326-04-14,Annular,00:00:02,2,6.4N,68.7W,6.42699000,-68.68286000,27,.04091000,.99963000,1.30000000
-1326-10-07,Total,00:02:07,127,3.7S,153.0W,-3.72152000,-153.01459000,32,-.05921000,1.02408000,82.00000000
-1325-04-03,Annular,00:04:45,285,46.8N,175.2W,46.75695000,-175.15143000,37,.83220000,.94620000,346.50000000
-1325-09-26,Total,00:03:30,210,37.0S,46.2W,-36.95674000,-46.21332000,42,-.73477000,1.04775000,229.10000000
-1324-02-21,Partial,,,61.7S,148.4W,-61.67038000,-148.44885000,9,-1.31761000,.41917000,.00000000
-1324-08-17,Partial,,,62.2N,33.9E,62.17365000,33.87433000,14,1.24410000,.54821000,.00000000
-1324-09-15,Partial,,,61.0S,31.3E,-61.01640000,31.26044000,52,-1.43460000,.19454000,.00000000
-1323-02-09,Annular,00:00:08,8,47.8S,13.3E,-47.77740000,13.27081000,19,-.53656000,.99831000,7.00000000
-1323-08-06,Annular,00:03:20,200,51.3N,160.1E,51.31036000,160.06122000,24,.54683000,.96248000,161.70000000
-1322-01-30,Total,00:04:19,259,10.0S,156.3E,-9.95477000,156.30048000,29,.19654000,1.04652000,157.80000000
-1322-07-26,Annular,00:07:57,477,11.5N,116.9E,11.54195000,116.89374000,34,-.19472000,.94024000,225.50000000
-1321-01-20,Total,00:03:32,212,37.6N,97.5W,37.64584000,-97.48767000,39,.87912000,1.04315000,301.40000000
-1321-07-15,Annular,00:05:04,304,44.6S,93.8E,-44.62938000,93.81775000,44,-.93176000,.95093000,498.40000000
-1321-12-11,Partial,,,67.7S,85.6E,-67.70163000,85.56244000,11,-1.19228000,.63711000,.00000000
-1320-06-04,Total,00:01:30,90,72.4N,18.0W,72.36447000,-18.00421000,16,.99439000,1.02998000,.00000000
-1320-11-29,Annular,00:07:23,443,52.2S,177.8W,-52.16845000,-177.82959000,21,-.53981000,.92600000,331.30000000
-1319-05-25,Total,00:06:41,401,31.0N,105.3W,30.98629000,-105.29816000,26,.22361000,1.08075000,267.10000000
-1319-11-18,Annular,00:11:29,689,9.1S,156.7W,-9.06706000,-156.73517000,31,.13463000,.91784000,314.70000000
-1318-05-14,Total,00:05:55,355,15.8S,7.8E,-15.82176000,7.75006000,36,-.52437000,1.06410000,245.50000000
-1318-11-07,Annular,00:05:36,336,39.2N,163.9W,39.24782000,-163.88422000,41,.80628000,.94592000,334.10000000
-1317-04-04,Partial,,,71.7N,123.0W,71.72612000,-123.02014000,8,1.37077000,.32177000,.00000000
-1317-05-04,Partial,,,70.7S,147.4W,-70.67098000,-147.44421000,46,-1.33219000,.38650000,.00000000
-1317-09-28,Partial,,,71.5S,145.6E,-71.53776000,145.55078000,13,-1.28973000,.46320000,.00000000
-1317-10-27,Partial,,,71.1N,115.3E,71.14859000,115.31042000,51,1.43535000,.19988000,.00000000
-1316-03-24,Annular,00:06:32,392,35.3N,87.9W,35.27393000,-87.89978000,18,.65392000,.94104000,285.10000000
-1316-09-16,Total,00:04:18,258,28.3S,23.3W,-28.33862000,-23.30878000,23,-.60338000,1.05103000,210.70000000
-1315-03-13,Annular,00:06:11,371,13.0S,76.1W,-12.99672000,-76.05475000,28,-.09241000,.95023000,183.20000000
-1315-09-06,Total,00:02:14,134,16.4N,126.6E,16.35486000,126.57220000,33,.09138000,1.02275000,77.80000000
-1314-03-02,Annular,00:00:59,59,64.0S,122.9W,-63.97131000,-122.93591000,38,-.82631000,.98668000,83.60000000
-1314-08-26,Annular,00:02:46,166,69.9N,17.0E,69.85229000,17.04803000,43,.85322000,.96273000,260.00000000
-1313-01-21,Partial,,,67.4N,160.1E,67.44258000,160.14911000,10,1.13941000,.74753000,.00000000
-1313-02-19,Partial,,,70.0S,165.9E,-69.97234000,165.92926000,48,-1.49156000,.08379000,.00000000
-1313-07-17,Partial,,,66.6S,169.6W,-66.56635000,-169.60858000,15,-1.30274000,.44485000,.00000000
-1312-01-11,Total,00:04:06,246,4.4N,72.6W,4.39195000,-72.60510000,20,.46796000,1.04129000,156.30000000
-1312-07-05,Annular,00:03:27,207,7.8S,159.1E,-7.83712000,159.14618000,25,-.52656000,.97279000,114.50000000
-1312-12-30,Annular,00:00:40,40,37.3S,87.6E,-37.28374000,87.62360000,30,-.23067000,.99307000,25.00000000
-1311-06-24,Total,00:02:48,168,38.5N,17.0E,38.52297000,17.04907000,35,.26167000,1.03171000,111.00000000
-1311-12-19,Annular,00:04:33,273,75.6S,135.7W,-75.62727000,-135.68262000,40,-.96960000,.92772000,1168.70000000
-1310-05-16,Partial,,,61.9S,51.7W,-61.90171000,-51.69263000,7,-1.49567000,.06128000,.00000000
-1310-06-14,Total,00:02:48,168,69.1N,15.3E,69.13072000,15.27100000,45,.99067000,1.05930000,.00000000
-1310-11-09,Partial,,,61.4N,11.9W,61.43048000,-11.87256000,12,1.40178000,.28146000,.00000000
-1309-05-05,Total,00:03:45,225,34.8S,27.0E,-34.84614000,27.01355000,17,-.79422000,1.04685000,250.80000000
-1309-10-29,Annular,00:03:28,208,27.9N,103.2W,27.87582000,-103.21448000,22,.67113000,.96450000,168.80000000
-1308-04-24,Annular,00:00:14,14,6.6N,172.9W,6.63720000,-172.90173000,27,-.03611000,.99760000,8.40000000
-1308-10-17,Total,00:02:09,129,7.8S,76.0E,-7.79949000,75.97687000,32,-.05064000,1.02459000,83.70000000
-1307-04-13,Annular,00:04:40,280,45.2N,88.9E,45.24490000,88.91248000,37,.75538000,.94804000,283.80000000
-1307-10-07,Total,00:03:16,196,40.0S,178.9W,-39.98314000,-178.87878000,42,-.72161000,1.04555000,215.00000000
-1306-03-03,Partial,,,61.2S,93.5E,-61.20358000,93.51703000,9,-1.36514000,.33668000,.00000000
-1306-04-02,Partial,,,60.6N,25.3E,60.58298000,25.32037000,47,1.49851000,.11000000,.00000000
-1306-08-28,Partial,,,61.6N,93.9W,61.56205000,-93.89215000,14,1.28637000,.47111000,.00000000
-1306-09-26,Partial,,,60.8S,104.6W,-60.80291000,-104.62457000,52,-1.41906000,.22493000,.00000000
-1305-02-21,Hybrid,00:00:22,22,46.0S,101.8W,-45.95387000,-101.78320000,19,-.57393000,1.00450000,18.90000000
-1305-08-17,Annular,00:03:51,231,50.8N,55.0E,50.83947000,54.97296000,24,.59940000,.95610000,198.40000000
-1304-02-10,Total,00:04:38,278,9.2S,31.8E,-9.23072000,31.81219000,29,.16571000,1.05176000,173.60000000
-1304-08-05,Annular,00:08:02,482,13.3N,13.9E,13.29886000,13.89545000,34,-.13180000,.93725000,235.20000000
-1303-01-30,Total,00:03:44,224,36.0N,131.5E,35.95993000,131.46722000,39,.85776000,1.04586000,294.30000000
-1303-07-25,Annular,00:05:09,309,35.8S,12.6W,-35.79591000,-12.55786000,44,-.86270000,.95297000,337.10000000
-1303-12-21,Partial,,,66.6S,53.4W,-66.61186000,-53.37952000,11,-1.19921000,.62481000,.00000000
-1302-06-15,Partial,,,67.4N,143.3W,67.39877000,-143.26764000,16,1.06457000,.88818000,.00000000
